OTTERNO,DATE,YEAR,SITE,LAT,LONG,AGECLASS,AGE,SEX,WEIGHT,LENGTH,TG,SN,NC,TGPOS,SNPOS,NCPOS,NLCDV0,NLCDV11,NLCDV12,NLCDV21,NLCDV22,NLCDV23,NLCDV24,NLCDV31,NLCDV41,NLCDV42,NLCDV43,NLCDV51,NLCDV52,NLCDV90,NLCDV95,PD,HD,RD,NLCDV71,NLCDV81,NLCDV82,NLCDVSUM,imp5,imp50,imp,NLCDV72,LCIV0,LCIV1,LCIV5,LCIV6,LCIV8,LCIV10,LCIV12,LCIV13,LCIV14,LCIV15,LCIV16,LCIV17,LCIV18,LCIV19,CapID,REGION,ATOS_min,ATOS,ATOS_max,ATOS_dist,Long_move,Found,Diet.Name,Grp_6,N_bouts,N_dives,success_rt,urchin,abalone,mussel,clam,snail,crab_other,kelp_crab,cancer_crab,sand_crab,star,worm,chiton,sand_dollar,octopus,squid,misc_rocky,lobster,fishegg
1116,39961,2009,MONT,NA,NA,A,5.319644079,M,24,122.1,40,40,NA,0,0,0,0,0.004965666,NA,0.06449242,0.017319966,0.012114312,0.002387108,0.013554762,7.65E-05,0.130229562,0.107899314,NA,0.279102654,0.006541958,0.004544772,68.81887651,27.30498016,2.28139827,0.269205773,0.011385849,0.076179419,NA,0.054894479,0.013991142,1.888519496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1116x39961,MBA,393,393,393,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,40479,2010,MONT,NA,NA,A,3.737166324,F,14.4,113.5,40,40,40,0,0,0,0,0.005012288,NA,0.07270195,0.02218771,0.015788974,0.003112727,0.013743379,7.38E-05,0.124087889,0.105259932,NA,0.271600331,0.006493538,0.004562794,93.97898322,40.06326133,2.567357609,0.267634039,0.011398056,0.076342556,NA,0.068594122,0.018240892,2.40548903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117x40479,MBA,385,387.5,390,5,0,1,Crab,3,24,712,0.463414634,0.041503744,0.056312314,0.054945568,2.03E-05,1.33E-03,0.039540754,0.107285297,0.69182381,0,0.001605119,0,0,0.00E+00,0.003479401,4.92E-05,2.10E-03,0,0
1118,39961,2009,MONT,NA,NA,A,5.319644079,M,24.6,123,40,80,NA,0,0,0,0,0.004581829,NA,0.055680196,0.012087206,0.006794,0.00118563,0.012031032,9.76E-05,0.223752066,0.102122301,NA,0.288546746,0.006313006,0.003782569,43.95020811,18.70017396,2.016042851,0.218305994,0.008429529,0.056290255,NA,0.037943915,0.007668071,1.203430519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118x39961,MBA,413,413,413,0,0,1,Crab,3,3,35,0.903225806,0.084940212,0,0.000117317,0.101891139,0.293972175,0.097105212,0.046415126,0.375398426,0,0,7.19E-05,0,8.85E-05,0,0,0,0,0
1119,39973,2009,MONT,NA,NA,SA,2.351813826,F,16.8,111.5,40,40,NA,0,0,0,0,0.004635213,NA,0.058587874,0.014101072,0.009056159,0.001739283,0.011855738,8.33E-05,0.171302576,0.108504294,NA,0.28133492,0.006226092,0.004151821,51.67623756,20.08720398,2.084732815,0.251177173,0.010122306,0.067122169,NA,0.045276353,0.010401506,1.491769261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1119x39973,MBA,407,407,407,0,0,1,Crab,3,21,459,0.778481013,0.211112206,0.241879573,0.100107572,7.71E-03,1.81E-06,0.037088086,0.045415465,0.206433238,0,0.001654007,0,0.143894715,1.88E-05,0.004416773,0.00E+00,0.000265555,0,0
1120,39973,2009,MONT,NA,NA,A,8.350444901,F,21.4,123.1,40,320,NA,0,1,0,0,0.00452182,NA,0.055428029,0.01200365,0.006651439,0.001153309,0.011747043,9.85E-05,0.228994619,0.101877347,NA,0.288476616,0.006260114,0.003718,43.43626302,18.63495138,2.007827904,0.21592136,0.008226115,0.054922043,NA,0.037650354,0.007497655,1.187657043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120x39973,MBA,414,414,414,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,39974,2009,MONT,NA,NA,A,5.35523614,M,32.4,133,320,640,NA,1,1,0,0,0.00452182,NA,0.055428029,0.01200365,0.006651439,0.001153309,0.011747043,9.85E-05,0.228994619,0.101877347,NA,0.288476616,0.006260114,0.003718,43.43626302,18.63495138,2.007827904,0.21592136,0.008226115,0.054922043,NA,0.037650354,0.007497655,1.187657043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1121x39974,MBA,414,414,414,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,40787,2011,MONT,NA,NA,A,6.579055441,F,20.3,117,40,40,40,0,0,0,0,0.004974726,NA,0.071642232,0.021531963,0.015124386,0.002962539,0.013520295,7.43E-05,0.128890316,0.105462572,NA,0.272376644,0.006456763,0.004516895,90.26948164,38.45491967,2.529088629,0.265891873,0.011253024,0.075321514,NA,0.066596023,0.017450545,2.320657488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1122x40787,MBA,387,390.6666667,398,11,0,1,Crab,3,25,764,0.762478485,0.063451448,0,1.83E-01,0.00504253,2.38E-05,0.156729561,0.390589347,0.173474041,0,0.016959179,0.003475284,0.007125698,0.00E+00,0,0,0.00E+00,0,0
1123,40788,2011,MONT,NA,NA,A,6.581793292,F,18.5,116.2,80,40,40,0,0,0,0,0.005030179,NA,0.069487009,0.020308818,0.014553726,0.002888731,0.013897286,7.47E-05,0.121877472,0.106456143,NA,0.274752454,0.006561255,0.004605975,84.6056321,35.00963407,2.45671062,0.270510274,0.011559939,0.077436025,NA,0.063468654,0.016835238,2.222283198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1123x40788,MBA,387,387,387,0,0,1,Crab,3,28,748,0.586206897,0.069255653,0.015995656,0.000887561,0,0,0.032575378,0.138039765,0.720534296,0,9.86E-05,8.81E-06,0.013144149,0.002384345,0.005229694,0,0.001536706,0,0.000309373
1124,39980,2009,MONT,NA,NA,SA,3.370294319,F,17.2,116.5,40,40,40,0,0,0,0,0.004784695,NA,0.05979193,0.014742258,0.009866907,0.001921722,0.012670142,8.04E-05,0.153057797,0.109064085,NA,0.280953658,0.00637478,0.004346867,55.28231103,21.16971302,2.124315657,0.259951229,0.010782555,0.071610957,NA,0.047347906,0.011366314,1.587965567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1124x39980,MBA,401,401,401,0,0,1,Snail,2,12,401,0.879365079,0.004429127,0.199299944,4.84E-05,0.003624757,4.31E-01,0.037937963,0.133774486,0.073552504,0,0.076528764,0.007531063,0.031733222,7.02E-05,0,0,7.50E-05,0,0
1125,40919,2012,MONT,NA,NA,A,8.941820671,F,21.5,123,80,2560,40,0,1,0,0,0.005064171,NA,0.065323927,0.017891403,0.013042684,0.002625781,0.014162267,7.59E-05,0.117689059,0.108053247,NA,0.278906369,0.006664108,0.004676203,72.70327647,28.47117109,2.314240033,0.274839902,0.011814296,0.079170663,NA,0.056950081,0.015128342,1.99371458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125x40919,MBA,381,385.5,390,9,0,1,Clam,4,11,274,0.570175439,0.005949807,0,0.00438688,0.809734648,0.003258143,0.012773722,0,0.085605683,0,0.00E+00,1.05E-02,0.002143781,0.061241077,0.004434931,0,0,0,0
1126,40388,2010,MONT,NA,NA,A,10.48870637,F,21.7,121.8,40,40,40,0,0,0,0,0.005116754,NA,0.062828855,0.016514039,0.012496292,0.002580978,0.014501611,7.73E-05,0.111437682,0.109175055,NA,0.281626892,0.006771547,0.00475826,66.57865841,24.63980447,2.232619153,0.278979698,0.012080978,0.081054104,NA,0.053561951,0.014568131,1.892697844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126x40388,MBA,380,382,385,5,0,1,Abalone,6,31,677,0.6003861,0.207127428,0.333679423,6.53E-02,0.007915108,0,0.04493109,0.065781145,0.202488551,0,0.007135238,0.023312604,0.004619797,2.78E-02,0.009261957,0,5.87E-04,0,0
1127,41367,2013,MONT,NA,NA,AA,11.16769336,F,19.4,117,40,40,40,0,0,0,0,0.005054548,NA,0.066242473,0.018421371,0.01335738,0.002678034,0.0140911,7.56E-05,0.118870349,0.107691241,NA,0.277975398,0.006638425,0.004657938,75.27888381,29.91169693,2.345496926,0.273769557,0.011749666,0.078726884,NA,0.058362796,0.015480972,2.042303784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127x41367,MBA,381,386,390,9,0,1,Crab,3,18,279,0.881278539,0.103034634,0.001824414,0.001388673,0.073723694,0.000193715,0.153840302,0,0.526525681,0,0.003782411,0.013608252,0,0.000515472,0.069461848,0.006896136,0.045204769,0,0
1128,40387,2010,MONT,NA,NA,A,6.485968515,F,17.8,114,80,40,40,0,0,0,0,0.004581829,NA,0.055680196,0.012087206,0.006794,0.00118563,0.012031032,9.76E-05,0.223752066,0.102122301,NA,0.288546746,0.006313006,0.003782569,43.95020811,18.70017396,2.016042851,0.218305994,0.008429529,0.056290255,NA,0.037943915,0.007668071,1.203430519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128x40387,MBA,413,413,413,0,0,1,Snail,2,14,241,0.970930233,0.103723705,0,0.015129009,0,0.554219098,0.11968886,0.1407291,0.026550257,0,0.039910439,0,0,4.95E-05,0,0,0,0,0
1132,39981,2009,MONT,NA,NA,A,6.373716632,F,21.3,116.5,40,40,40,0,0,0,0,0.004581829,NA,0.055680196,0.012087206,0.006794,0.00118563,0.012031032,9.76E-05,0.223752066,0.102122301,NA,0.288546746,0.006313006,0.003782569,43.95020811,18.70017396,2.016042851,0.218305994,0.008429529,0.056290255,NA,0.037943915,0.007668071,1.203430519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132x39981,MBA,413,413,413,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,40049,2009,MONT,NA,NA,A,8.558521561,F,17.9,116.6,40,5120,40,0,1,0,0,0.004957215,NA,0.079253148,0.026003218,0.018204853,0.003539457,0.013311584,7.21E-05,0.130980605,0.102740195,NA,0.265067226,0.006330409,0.004448797,112.8439982,50.39327244,2.79219131,0.260596499,0.010981463,0.073513187,NA,0.078921659,0.020976967,2.76929943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133x40049,MBA,390,390,390,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,41100,2012,MONT,NA,NA,A,8.438056126,F,22.5,120,40,40,40,0,0,0,0,0.005106592,NA,0.063069376,0.016632154,0.012479251,0.002563122,0.01444257,7.70E-05,0.112605336,0.109037023,NA,0.281326489,0.006753905,0.004744372,66.96847463,24.98617285,2.239711972,0.278370011,0.012039722,0.080753098,NA,0.05378405,0.014532028,1.895375143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134x41100,MBA,380,382.75,390,10,0,1,Crab,3,17,528,0.741935484,0.007371587,0,0,0.077326868,0,0.084130938,0.178255853,0.405978515,0,0,0.094004181,0.001015688,0.06824511,0,0.052605869,0.03106539,0,0
1153,41018,2012,MONT,NA,NA,A,5.212867899,F,22.5,116.3,40,320,40,0,1,0,0,0.005103124,NA,0.063172041,0.016685372,0.012485028,0.002559673,0.014421654,7.69E-05,0.113009542,0.108983612,NA,0.281204886,0.00674762,0.004739435,67.1727357,25.13873088,2.242887605,0.2781428,0.012024546,0.080643777,NA,0.053898706,0.014533508,1.89784562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1153x41018,MBA,380,383,386,6,0,1,Clam,4,15,258,0.734883721,0.020272203,0,0,0.043645701,0.013578705,0.1424268,0.02127168,0.217228547,0,0.03993119,0.234559176,0.002232577,0.159608686,0.070061566,0,0.035183169,0,0
1154,40210,2010,MONT,NA,NA,A,0,F,23.5,112,40,40,40,0,0,0,0,0.004581829,NA,0.055680196,0.012087206,0.006794,0.00118563,0.012031032,9.76E-05,0.223752066,0.102122301,NA,0.288546746,0.006313006,0.003782569,43.95020811,18.70017396,2.016042851,0.218305994,0.008429529,0.056290255,NA,0.037943915,0.007668071,1.203430519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1154x40210,MBA,413,413,413,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1155,40210,2010,MONT,NA,NA,A,6.001368925,F,18.6,110.6,40,40,40,0,0,0,0,0.004581829,NA,0.055680196,0.012087206,0.006794,0.00118563,0.012031032,9.76E-05,0.223752066,0.102122301,NA,0.288546746,0.006313006,0.003782569,43.95020811,18.70017396,2.016042851,0.218305994,0.008429529,0.056290255,NA,0.037943915,0.007668071,1.203430519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155x40210,MBA,413,413,413,0,0,1,Crab,3,3,38,0.476190476,0.139296332,0,0,0,0,0,0.090555689,0.770147979,0,0,0,0,0,0,0,0,0,0
1156,40585,2011,MONT,NA,NA,A,7.028062971,M,35.9,135.7,2560,20480,40,1,1,0,0,0.005154704,NA,0.06265444,0.016482154,0.012799067,0.0026883,0.014673905,7.59E-05,0.107035271,0.109536534,NA,0.282303074,0.006827626,0.004802364,67.05089621,24.41564793,2.228963543,0.280865151,0.012195807,0.081905658,NA,0.053843659,0.014971894,1.920239984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1156x40585,MBA,380,380,380,0,0,1,Clam,4,14,413,0.786377709,0.00749964,0,0.000278009,0.931458916,0.001107902,0,0,0,0,0,0.020564817,0,0,0.004766607,0.034324109,0,0,0
1157,40788,2011,MONT,NA,NA,A,9.582477755,F,21.9,117,80,40,40,0,0,0,0,0.005064171,NA,0.065323927,0.017891403,0.013042684,0.002625781,0.014162267,7.59E-05,0.117689059,0.108053247,NA,0.278906369,0.006664108,0.004676203,72.70327647,28.47117109,2.314240033,0.274839902,0.011814296,0.079170663,NA,0.056950081,0.015128342,1.99371458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1157x40788,MBA,384,385.5,387,3,0,1,Crab,3,18,236,0.875,0.009007124,0,0,0.020408349,0.011358727,0.166639831,0.010411666,0.353056471,0,0.00E+00,0.096309838,0,0.197254197,0,0.135553797,0,0,0
1158,40920,2012,MONT,NA,NA,AA,7.945242984,F,19.8,119,5120,5120,320,1,1,1,0,0.004774049,NA,0.059676882,0.014677972,0.009793386,0.001905439,0.012610237,8.06E-05,0.154395686,0.10904105,NA,0.281002788,0.006363964,0.004332882,54.92383101,21.04287676,2.120449696,0.259322024,0.01073531,0.071287708,NA,0.047147075,0.011279158,1.5789944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158x40920,MBA,390,401.5,413,23,1,1,Snail,2,18,358,0.903225806,0.150343811,0.057191386,0.028615473,0.016028826,0.440536836,0.075128838,0.124811166,0.075103806,0.008575091,0.020140825,0.003375323,0,0,0,0,0.000148619,0,0
1170,40528,2010,MONT,NA,NA,A,4.87063655,M,31.9,130.5,10240,80,40,1,0,0,0,0.005116754,NA,0.062828855,0.016514039,0.012496292,0.002580978,0.014501611,7.73E-05,0.111437682,0.109175055,NA,0.281626892,0.006771547,0.00475826,66.57865841,24.63980447,2.232619153,0.278979698,0.012080978,0.081054104,NA,0.053561951,0.014568131,1.892697844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1170x40528,MBA,382,382,382,0,0,1,Clam,4,4,37,1,0.015704553,0,0.034685062,0.001785798,0.023929885,0.112352897,0,0.398571914,0.000677575,3.07E-05,0.405842275,0.000888168,0.003855936,0,0.001159364,0.000515831,0,0
1171,40577,2011,MONT,NA,NA,A,4.005475702,F,25.7,117.4,40,40,40,0,0,0,0,0.005154704,NA,0.06265444,0.016482154,0.012799067,0.0026883,0.014673905,7.59E-05,0.107035271,0.109536534,NA,0.282303074,0.006827626,0.004802364,67.05089621,24.41564793,2.228963543,0.280865151,0.012195807,0.081905658,NA,0.053843659,0.014971894,1.920239984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1171x40577,MBA,380,380,380,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1172,40577,2011,MONT,NA,NA,A,7.006160164,M,29.2,127,2560,1280,40,1,1,0,0,0.005030179,NA,0.069487009,0.020308818,0.014553726,0.002888731,0.013897286,7.47E-05,0.121877472,0.106456143,NA,0.274752454,0.006561255,0.004605975,84.6056321,35.00963407,2.45671062,0.270510274,0.011559939,0.077436025,NA,0.063468654,0.016835238,2.222283198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1172x40577,MBA,387,387,387,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1173,40585,2011,MONT,NA,NA,A,4.027378508,F,18.3,113.3,0,40,40,0,0,0,0,0.004957215,NA,0.079253148,0.026003218,0.018204853,0.003539457,0.013311584,7.21E-05,0.130980605,0.102740195,NA,0.265067226,0.006330409,0.004448797,112.8439982,50.39327244,2.79219131,0.260596499,0.010981463,0.073513187,NA,0.078921659,0.020976967,2.76929943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173x40585,MBA,390,390,390,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1174,40647,2011,MONT,NA,NA,A,3.197809719,F,16.8,116.3,320,40,40,1,0,0,0,0.004957215,NA,0.079253148,0.026003218,0.018204853,0.003539457,0.013311584,7.21E-05,0.130980605,0.102740195,NA,0.265067226,0.006330409,0.004448797,112.8439982,50.39327244,2.79219131,0.260596499,0.010981463,0.073513187,NA,0.078921659,0.020976967,2.76929943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1174x40647,MBA,390,390,390,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175,40787,2011,MONT,NA,NA,A,3.58110883,F,17,114.5,40960,40,40,1,0,0,0,0.005129888,NA,0.062635898,0.016436941,0.012590943,0.002621302,0.014572369,7.77E-05,0.109972149,0.10931987,NA,0.281906243,0.006792827,0.004774933,66.50231509,24.39306002,2.227860946,0.279643093,0.012126869,0.081399,NA,0.053508426,0.014702017,1.898817821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175x40787,MBA,381,381,381,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1176,40788,2011,MONT,NA,NA,A,7.58384668,F,22.1,118.4,320,40,40,1,0,0,0,0.005030179,NA,0.069487009,0.020308818,0.014553726,0.002888731,0.013897286,7.47E-05,0.121877472,0.106456143,NA,0.274752454,0.006561255,0.004605975,84.6056321,35.00963407,2.45671062,0.270510274,0.011559939,0.077436025,NA,0.063468654,0.016835238,2.222283198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1176x40788,MBA,387,387,387,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,40920,2012,MONT,NA,NA,A,5.943874059,F,20.9,117,10240,40,40,1,0,0,0,0.004957215,NA,0.079253148,0.026003218,0.018204853,0.003539457,0.013311584,7.21E-05,0.130980605,0.102740195,NA,0.265067226,0.006330409,0.004448797,112.8439982,50.39327244,2.79219131,0.260596499,0.010981463,0.073513187,NA,0.078921659,0.020976967,2.76929943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181x40920,MBA,390,390,390,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1182,40920,2012,MONT,NA,NA,A,3.945242984,F,17.8,116,40,40,40,0,0,0,0,0.004957215,NA,0.079253148,0.026003218,0.018204853,0.003539457,0.013311584,7.21E-05,0.130980605,0.102740195,NA,0.265067226,0.006330409,0.004448797,112.8439982,50.39327244,2.79219131,0.260596499,0.010981463,0.073513187,NA,0.078921659,0.020976967,2.76929943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1182x40920,MBA,390,390,390,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,41018,2012,MONT,NA,NA,A,6.212183436,F,19.7,121.5,40,40,40,0,0,0,0,0.005154704,NA,0.06265444,0.016482154,0.012799067,0.0026883,0.014673905,7.59E-05,0.107035271,0.109536534,NA,0.282303074,0.006827626,0.004802364,67.05089621,24.41564793,2.228963543,0.280865151,0.012195807,0.081905658,NA,0.053843659,0.014971894,1.920239984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205x41018,MBA,380,380,380,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,36808,2000,MONT,NA,NA,A,12.68720055,F,21.9,117,2560,1280,NA,1,1,0,0,0.005152616,NA,0.062951822,0.016692555,0.013140431,0.002770325,0.014683448,7.66E-05,0.107162344,0.109601438,NA,0.281636382,0.006825377,0.004801225,68.519672,24.91426216,2.241446193,0.280429766,0.01218586,0.0818898,NA,0.054638078,0.015383618,1.958895237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623x36808,MBA,379,379,379,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,37166,2001,MONT,NA,NA,A,13.66735113,F,24.45,122.5,5120,320,40,1,1,0,0,0.005184833,NA,0.063588351,0.017291923,0.0143504,0.003130936,0.014747672,7.95E-05,0.10444285,0.109769846,NA,0.281294401,0.006861999,0.004823862,73.27207523,26.39238681,2.275234981,0.280219085,0.012177199,0.082037157,NA,0.057224661,0.016919304,2.095466184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624x37166,MBA,374,376.5,379,5,0,1,Crab,3,9,162,0.710280374,0.014874345,0,0.01150844,0.00436722,0,0.194963342,0.123275371,0.266009719,0,0,0,0,0,0.385001564,0,0,0,0
637,37165,2001,MONT,NA,NA,A,12.66255989,F,22.55,121,5120,40,40,1,0,0,0,0.005165226,NA,0.0630958,0.01684839,0.013505682,0.002881374,0.014722464,7.75E-05,0.105996096,0.109675284,NA,0.281599353,0.006841281,0.004812127,69.86435167,25.28632206,2.250178042,0.280553698,0.01219671,0.082028997,NA,0.055364881,0.015849703,1.999156524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637x37165,MBA,377,378,379,2,0,1,Mussel,1,6,300,0.8046875,0.016925973,9.13E-06,0.373542409,0.064272697,6.28E-05,0.142190603,0.108803436,0.065972797,0,1.28E-05,0.228203387,0,2.24E-07,9.86E-07,0,2.45E-06,0,0
688,39260,2007,MONT,NA,NA,AA,14.39835729,F,23,118.5,160,640,NA,0,1,0,0,0.005154704,NA,0.06265444,0.016482154,0.012799067,0.0026883,0.014673905,7.59E-05,0.107035271,0.109536534,NA,0.282303074,0.006827626,0.004802364,67.05089621,24.41564793,2.228963543,0.280865151,0.012195807,0.081905658,NA,0.053843659,0.014971894,1.920239984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688x39260,MBA,379,380,381,2,0,1,Crab,3,27,1209,0.518382353,0.042030054,0.00721912,0,0.090909085,0,0.038100678,0.082088577,0.676186259,0,0.006445492,0.055681241,0.00110931,0,0,0,0.000230183,0,0
689,36174,1999,MONT,NA,NA,A,0,F,18.5,116,80,80,80,0,0,0,0,0.005103124,NA,0.063172041,0.016685372,0.012485028,0.002559673,0.014421654,7.69E-05,0.113009542,0.108983612,NA,0.281204886,0.00674762,0.004739435,67.1727357,25.13873088,2.242887605,0.2781428,0.012024546,0.080643777,NA,0.053898706,0.014533508,1.89784562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689x36174,MBA,383,383,383,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,35864,1998,MONT,NA,NA,A,0,F,19.77,0,5120,80,80,1,0,0,0,0.005129888,NA,0.062635898,0.016436941,0.012590943,0.002621302,0.014572369,7.77E-05,0.109972149,0.10931987,NA,0.281906243,0.006792827,0.004774933,66.50231509,24.39306002,2.227860946,0.279643093,0.012126869,0.081399,NA,0.053508426,0.014702017,1.898817821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691x35864,MBA,381,381,381,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,35864,1998,MONT,NA,NA,SA,0,M,18.64,119,80,80,80,0,0,0,0,0.004893256,NA,0.061260929,0.015407192,0.010514422,0.002059904,0.013146603,7.84E-05,0.139671179,0.108633281,NA,0.281804517,0.006495221,0.004460177,58.73188942,22.51307156,2.169109414,0.266170858,0.011111925,0.074292172,NA,0.049395161,0.012127334,1.672115567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701x35864,MBA,398,398,398,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,35864,1998,MONT,NA,NA,SA,0,F,15.45,114.3,160,80,80,0,0,0,0,0.005154704,NA,0.06265444,0.016482154,0.012799067,0.0026883,0.014673905,7.59E-05,0.107035271,0.109536534,NA,0.282303074,0.006827626,0.004802364,67.05089621,24.41564793,2.228963543,0.280865151,0.012195807,0.081905658,NA,0.053843659,0.014971894,1.920239984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702x35864,MBA,380,380,380,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
